company,datePublished,author,headline,description,articleBody,tags,url
SBI,2019-12-03T16:27:29+05:30,"{'@type': 'Person', 'url': 'https://www.moneycontrol.com/author/prince-mathews-thomas-7633/', 'name': 'Prince Mathews Thomas'}",A &amp;quot;loophole&amp;quot; prompts Odisha to delay one of the biggest mine auctions of recent times,"ArcelorMittal pointed out the gap, which allowed for multiple bids from associate companies. Now new timeline starts from December 6.","Intense competition has seen one of the biggest iron ore mine auctions in India getting delayed, with some bidders pointing out loopholes, and others defending their turf.  The Odisha government had earlier this year called for bids for 20 mines, leases of which will lapse in March next year. The auction saw bids from the likes of Tata Steel, Vedanta, JSW Steel, ArcelorMittal and JSPL. Overall, more than 50 companies had shown interest. One of the mines alone has a deposit of about 800 million tonnes.  But now the government has been forced to call for fresh auctions, after some players, including ArcelorMittal pointed out 'loopholes' in the process.&nbsp;A report said that the Adani Group has also complained about the same.  The loophole, said an executive from the industry, allowed JSW Steel to put in several bids through its subsidiaries.&nbsp; Subsequently, the state government has brought about amendments in its tendering process.  Now, &amp;quot;a bidder shall submit only one bid for a particular mineral block. In case, a bidder submits more than one bid...through its affiliates, all such bids...will be rejected,&amp;quot; says a notification from the government.  The state has now announced a new timeline for the auction, which will now take off from December 6. The bids have to be submitted by January 3, 2020. Technically qualified bidders will be announced by February 19, and the announcement of the preferred bidder will be made on February 21.  While JSW Steel declined to comment, sources said that the company had only done what was permitted under the law. &amp;quot;There was a loophole, which has now been removed,&amp;quot; said an official.  The slurry pipeline saga  For ArcelorMittal, the mines are important to bring down costs at Essar Steel, for which the world's largest steelmaker put in a bid of Rs 42,000 crore.  It has already got a boost, in the form of the Odisha Slurry Pipeline Infrastructure (OSPL). The pipeline supplies iron ore to Essar Steel's pellet plant in Odisha. The pellets are then taken to Hazira to be used in Essar Steel's plants.  ArcelorMittal has emerged as the highest bidder, with a bid of Rs 2,300 crore bid. Though Thriveni Earthmovers, a dominant player in Odisha's mining industry, has bid over Rs 3,000 crore, the offer comes with a few riders.  Thriveni's offer is conditional, has a low upfront cash payment, and plus the payment schedule is long-drawn.  &ldquo;For lenders, who have been focused on realising maximum recovery in these insolvency cases, the upfront payment element is paramount. It is conditional on the outcome of an existing legal dispute around the title of the asset,&amp;quot; said an executive from the industry.  The turn of events will be a relief for lenders too, as things had got complicated in 2018, when Numetal - which had also bid for Essar Steel - claimed to have bought OSPL from Srei&nbsp;Infrastructure Fund. But the sale was disputed by the company's lenders, led by SBI, who claimed that SREI is not the rightful owner of the pipeline company.","ArcelorMittal,Business,Companies","https://www.moneycontrol.com//news/business/a-""loophole""-prompts-odisha-to-delay-onethe-biggest-mine-auctionsrecent-times_13239121.html"
SBI,2019-11-28T17:37:34+05:30,"{'@type': 'Person', 'url': 'https://www.moneycontrol.com/author/cnbc-tv18-7513/', 'name': 'CNBC-TV18'}",No plans of monetising general insurance business this financial year: SBI's Dinesh Kumar Khara,"Revenue and EBITDA for the cards business has been quite healthy, SBI's Dinesh Kumar Khara said. ","State Bank of India&rsquo;s (SBI) cards business will soon be tapping the primary market with an initial public offering (IPO). Dinesh Kumar Khara, Managing Director and Group Executive &mdash; associates and subsidiaries at SBI, shared his views on the developments in an interview with&nbsp;CNBC-TV18.  On the valuation, he said: &ldquo;We have filed the draft red herring prospectus (DRHP) and after that I am under certain obligations not to indicate any kind of a valuation. We will have to wait and watch because much of it will depend upon how the market is at the material point of time, so after the DRHP seen by the potential investors and we will carry out the road show perhaps we will have some sense. But it is too early for us to comment anything on the valuation.&rdquo;  Revenue and earnings before interest, taxes, depreciation, and amortization (EBITDA) for the cards business has been quite healthy, he added.  &ldquo;We are a long-term player as far as SBI Cards is concerned and we will stay on that is for sure and as far as the current offer for sale is concerned, we are offloading 4 percent and Carlyle (Group) and us put together put together would be offloading 14 percent and also there would some primary issuances too,&rdquo; said Khara.  When asked if SBI will be considering chipping off its stake a little more, he replied: &ldquo;As of now, as of now we don't have any such plan because it is business which is very complementary to SBI's primary activity. So as of now we have no such plan further for the further offloading.&rdquo;  On monetising SBI&rsquo;s general insurance business, Khara said: &ldquo;As far as this financial year is concerned, we don't have anything else planned. Maybe in the coming financial year as I was indicating that all these decisions also are a function of the market so we will have to see how the market is. And hopefully by that time will take stock of the situation and then we will take a call.&rdquo;  On growth prospects of the cards business, he said: &ldquo;Eventually when the entities are growing, at some stage we will have to introduce them to the market. So that there should have any constraints for their growth going forward. So, when an entity grow beyond a particular size, it is always advisable that they should be in a position to tap the public markets.&rdquo;  On capital raising plans, Khara said: &ldquo;Actually we are quite comfortable we have raised 81 (percent) in the recent past. We are quite comfortable. I don't think we will have a further capital requirement.&rdquo;  Source: CNBC-TV18","Business,State Bank of India",https://www.moneycontrol.com//news/business/no-plansmonetising-general-insurance-business-this-financial-year-sbi39s-dinesh-kumar-khara_13225741.html
SBI,2019-11-26T08:43:12+05:30,"{'@type': 'Person', 'url': 'https://www.moneycontrol.com/author/moneycontrol-news-7285/', 'name': 'Moneycontrol News'}","Top buy and sell ideas by Ashwani Gujral, Sudarshan Sukhani, Mitesh Thakkar for short term",Mitesh Thakkar of miteshthakkar.com recommends buying Axis Bank with a stop loss of Rs 744.9 and target of Rs 780 and Bank of India with a stop loss of Rs 72.5 and target of Rs 78.5.,"Positive global cues, MSCI rejig, consistent buying by foreign investors, as well as some bit of short coverings ahead of F&amp;amp;amp;O expiry, are the factors, experts said, that kept the market in the higher territory.  After the consolidation phase of the last three weeks, Nifty managed to close above its immediate hurdle of 12,035. It is now eyeing to touch a new record high.  According to the pivot charts, the key support level for Nifty is placed at 11,967.57, followed by 11,861.33. If the index continues moving up, key resistance levels to watch out for are 12,132.27 and 12,190.73.  Nifty Bank closed 1.43 percent up at 31,555.90. The important pivot level, which will act as crucial support for the index, is placed at 31,206.6, followed by 30,857.3. On the upside, key resistance levels are placed at 31,748.4 and 31,940.9.  In an interview to CNBC-TV18, top market experts recommend which stocks to bet on for good returns:  Ashwani Gujral of ashwanigujral.com  Buy State Bank of India with a stop loss of Rs 330, target of Rs 352  Buy L&amp;amp;amp;T&nbsp;Finance Holdings with a stop loss of Rs 100,&nbsp;target of Rs&nbsp;112  Buy Adani Enterprises with a stop loss of Rs 210, target of Rs 225  Buy Tata Steel with a stop loss of Rs 416, target of Rs 434  Buy IndusInd Bank with a stop loss of Rs 1480, target of Rs 1540  Sudarshan Sukhani of s2analytics.com  Buy Berger Paints with stop loss at Rs 475 and target of Rs 500  Buy LIC Housing Finance with stop loss at Rs 425 and target of Rs 475  Buy Tech Mahindra with stop loss at Rs 740 and target of Rs 800  Sell Torrent Power with stop loss at Rs 290 and target of Rs 265  Mitesh Thakkar of miteshthakkar.com  Buy Axis Bank with a stop loss of Rs 744.9 and target of Rs 780  Buy&nbsp;Bank of India with a stop loss of Rs 72.5 and&nbsp;target of Rs 78.5  Buy Dr Reddy's Labs with a stop loss of Rs 2880 and&nbsp;target of Rs 3000  Buy Exide&nbsp;Industries with a stop loss of Rs 193.5 and&nbsp;target of Rs 205  Disclaimer: The views and investment tips expressed by investment experts on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.​","Stocks Views,video",https://www.moneycontrol.com//news/stocks-views/top-buysell-ideas-by-ashwani-gujral-sudarshan-sukhani-mitesh-thakkar-for-short-term_13215001.html
SBI,2019-11-25T19:22:05+05:30,"{'@type': 'Person', 'url': 'https://www.moneycontrol.com/author/pti-6883/', 'name': 'PTI'}","PSBs collect Rs 1,996 cr in minimum balance penalty in FY19","In 2017-18, the 18 public sector banks collected Rs 3,368.42 crore by levying minimum balance penalty. This amount was sharply higher than Rs 790.22 crore collected in 2016-17.   ","Public sector banks collected Rs 1,996.46 crore in penalty from customers for not keeping minimum monthly balance in savings account in 2018-19, Parliament was informed on November 25.  In 2017-18, the 18 public sector banks collected Rs 3,368.42 crore by levying minimum balance penalty. This amount was sharply higher than Rs 790.22 crore collected in 2016-17.  &amp;quot;The reduction in the amount through levy of charges by PSBs during 2018-19 include reduction in charges for non-maintenance of balance by State Bank of India, with effect from October 1, 2017,&amp;quot; Minister of State for Finance Anurag Singh Thakur said in a written reply to the Lok Sabha.  SBI charged the penalty till 2012 and reintroduced it from April 1, 2017.  Following criticism for levying high charge, SBI reduced the penalty with effect from October 1, 2017.  Thakur said the banks do not levy any such penalty on basic savings bank accounts (BSBD) including those opened under Pradhan Mantri Jan Dhan Yojana.  Till March-end 2019, there were 57.3 crore BSBD accounts across the country, including 35.27 crore Jan Dhan accounts, as per RBI. There is no minimum balance penalty for these accounts, Thakur said.  BSBD accounts provide certain basic minimum facilities free of charge.  For accounts other than BSBD accounts, banks are permitted to fix service charges on various services rendered by them. Banks must ensure that such charges are reasonable and not out of line with the average cost of providing these services, as per RBI guidelines.","Anurag Singh Thakur,Business,India,Lok Sabha,State Bank of India",https://www.moneycontrol.com//news/business/psbs-collect-rs-1996-crminimum-balance-penaltyfy19_13214281.html
SBI,2019-11-24T08:23:08+05:30,"{'@type': 'Person', 'url': 'https://www.moneycontrol.com/author/moneycontrol-contributor-7529/', 'name': 'Moneycontrol Contributor'}","After massive bull run, SBI likely to trade sideways; choose short straddle",Option data suggesting the stock might trade in sideways zone in the coming trading sessions as fresh writing has been witnessed in At The Money (ATM) options,"Chhitij Jain  Strategy set-up: Delta neutral and theta depreciating short straddle in SBI  The recent rally in the market is likely to take a pause, and we could see a sideways move in the coming sessions.  Many stocks, where bulls have shown massive buying interest, are now likely to go sideways. We have picked State Bank of India (SBI) from the pack, as we are now heading towards expiry week, the delta neutral and theta depreciating strategy needs to be adopted.  Traders can opt for 'Short Straddle' and short At The Money (ATM) call as well as Put option. Generally, at near the expiration, all In The Money (ITM) options trade almost at their intrinsic value. At that time, stop loss should be at break even points to cap the losses.  What option data suggests  Option data suggests the stock might trade in the sideways zone in the coming trading sessions as fresh writing has been witnessed in At The Money (ATM) options. Close to 1,44,000 short contracts have been added in Rs 330 Put options, while the same strike price call option has witnessed open interest addition of 6,78,000 contracts.  The stock is likely to trade in a tight range as cumulative open in Rs 320 PE has summed upto approximately 40 lakh contracts. On the call side the nearest hurdle is placed at Rs 340 where cumulative open interest holds around 80 lakh contracts on short side.  Technical structure  After a sharp rally, the stock has shown bearish divergence in the overbought zone. The counter is trading far above its short term moving averages and the current structure suggests that the bulls and bears might try to maintain their equilibrium.  The weekly RSI is trading near important resistance zone and suggests that the rally might abated at current levels and the stock could go sideways. The immediate support level for the stock is placed at Rs 320, and on higher side Rs 338, is likely to act as an important resistance.  Strategy: Short Straddle (28th November 2019 contract)  Considering the expiry week and current trading setup, we have adopted quite aggressive theta depreciating strategy in a form of 'Short Straddle' where traders can go short in ATM call and put option and expect to gain the most of the premium amount as the stock is likely to close near Rs 330 at the time of expiration. Due to monthly expiry week, the risk can be minimized by placing a stop loss at breakeven points as the premiums would be trading almost at intrinsic value for ITM options.  Sell Rs 330 Call option at Rs 5.65 Sell Rs 330 Put option at Rs 6.50  Call delta&nbsp;and&nbsp;theta 0.49&nbsp;and -0.57 Put delta and theta -0.51 and -0.60  Maximum profit - Rs 12.15 Upper breakeven - Rs 342.15 Lower breakeven - Rs 317.85  Stop loss can be placed at the breakeven points.  (The author is Head of Derivatives at Rudra Shares &amp;amp;amp; Stock Brokers Ltd)  Disclaimer: The views and investment tips expressed by investment expert on moneycontrol.com are his own and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.","Classroom,FuturesnOptions,State Bank of India,Stocks Views",https://www.moneycontrol.com//news/stocks-views/after-massive-bull-run-sbi-likely-to-trade-sideways-choose-short-straddle_13209501.html
SBI,2019-11-22T21:35:05+05:30,"{'@type': 'Person', 'url': 'https://www.moneycontrol.com/author/pti-6883/', 'name': 'PTI'}","SBI raises Rs 3,814 cr from perpetual bonds","The Committee of Directors for Capital Raising today accorded approval for allotment of 38,136 non-convertible, taxable, subordinated, unsecured Basel III compliant AT1 bonds in the nature of debentures of face value of Rs 10 lakh each, SBI said in a regulatory filing.  ","State Bank of India (SBI) on&nbsp;November 22&nbsp; said it has raised Rs 3,813.60 crore through perpetual bonds to fund its business growth.  The Committee of Directors for Capital Raising today accorded approval for allotment of 38,136 non-convertible, taxable, subordinated, unsecured Basel III compliant AT1 bonds in the nature of debentures of face value of Rs 10 lakh each, SBI said in a regulatory filing.  It will bear coupon rate of 8.50 per cent with call option after 5 years or any anniversary date thereafter, aggregating to Rs 3,813.60 crore to the bond subscribers, it added.  Under the Basel-III norms, AT-1 bonds come with loss absorbency features, meaning that in case of stress, banks can write off such investments or convert them into common equity if approved by the Reserve Bank of India.  AT-1 bonds qualify as core or equity capital.","Business,Market news,SBI,State Bank of India",https://www.moneycontrol.com//news/business/sbi-raises-rs-3814-crperpetual-bonds_13208341.html
SBI,2019-11-21T20:33:05+05:30,"{'@type': 'Person', 'url': 'https://www.moneycontrol.com/author/pti-6883/', 'name': 'PTI'}",SBI hopes IBC timeline be adhered to in DHFL resolution,The Mumbai-headquartered pureplay mortgage lender has become the first NBFC or housing finance company to go for bankruptcy resolution.,"A day after the Reserve Bank decided to refer crippled Dewan Housing Finance to insolvency courts, State Bank of India Chairman Rajnish Kumar said banks expect specified timelines of the Insolvency and Bankruptcy Code be adhered to in this case.  The Mumbai-headquartered pureplay mortgage lender has become the first NBFC or housing finance company to go for bankruptcy resolution.  &amp;quot;It is just taken to NCLT process, so whatever happens for the NCLT process, the same process will be followed here. There is a 330-day timeline that is also an extended timeline otherwise normally it should happen in 180 days. That is what the intent of IBC process, so let us hope those timelines are adhered to,&amp;quot; he told reporters here.  Last Friday, the government had notified Section 227 of the IBC empowering the RBI to refer financial sector players like NBFCs and HFCs, but excluding banks, with assets worth of at least Rs 500 crore to insolvency courts.  As of July 2019, the beleaguered home financier owes Rs 83,873 crore to banks, the National Housing Board, mutual funds and bondholders/retail bondholders. Of this secured debt is Rs 74,054 crore and Rs 9,818 crore is unsecured.  SBI is one of the lenders to DHFL. Most banks have or are going to declare DHFL account as NPA in the third quarter.  DHFL lenders were working on a resolution plan to pick up 51 per cent in the company by converting a part of their debt into equity. But the plan was yet to be formally cleared.  Talking about the decision of the Union Cabinet for the telecom sector, Kumar said this is a very important sector for the economy.  It is important that the sector is healthy, he added.  The government on Wednesday doled out a Rs 42,000 crore relief to debt-laden telecom companies after it agreed not to take any payments for spectrum they use for the next two years.","Business,Companies,DHFL,State Bank of India",https://www.moneycontrol.com//news/business/sbi-hopes-ibc-timeline-be-adhered-todhfl-resolution_13206001.html
SBI,2019-11-21T19:45:05+05:30,"{'@type': 'Person', 'url': 'https://www.moneycontrol.com/author/pti-6883/', 'name': 'PTI'}",SBI admits to making many poor commercial decisions,"Speaking at an event organised by former Sebi chief M Damodaran here on November 21, Arijit Basu, a managing director at SBI, also conceded that the bank has erred on some business decisions and cannot attribute those to social compulsions.  ","Largest lender SBI does not &amp;quot;mind&amp;quot; its lower stock valuation compared to leaner private sector players due to state ownership and social sector focus, but admitted that it needs to improve on commercial decisions.  Speaking at an event organised by former Sebi chief M Damodaran here on November 21, Arijit Basu, a managing director at SBI, also conceded that the bank has erred on some business decisions and cannot attribute those to social compulsions.  SBI's market capitalisation on Friday stood at a low Rs 2.95 lakh crore, which is just about 42 percent of private sector HDFC Bank's Rs 7.02 lakh crore, while SBI's loan-book is Rs 22.48 lakh crore, and the same for HDFC Bank is under Rs 9 lakh crore.  &amp;quot;If our market cap is slightly lower...we do not mind that. We are absolutely fine with that,&amp;quot; Basu said and partly blamed it on government ownership, which plays an important part in the market's calls on valuations and asserted that the bank is proud of its work on the social uplift front and infrastructure building because of the state ownership.  But he was quick to add that SBI is a &amp;quot;commercial organisation with a difference...we have to start with the premise that certain objectives of the government of the day and for the society at large, cannot be done away with,&amp;quot; he said, adding organisations like SBI exist because of the societal challenges.  He, however, conceded that some commercial decisions taken by the bank in the past decade have been wrong and it cannot blame the social sector mandates for such decisions.  &amp;quot;On the commercial part, as a bank we feel that there is scope to improve. While there have been ecosystem problems, we would be foolish to state that in the last 10 years, we have not made mistakes in our business itself as those were taken with no social compulsion at all,&amp;quot; he added.  Basu said there are also some benefits of the societal outlook of SBI, saying it helps it access low cost deposits, and that the market rewards the bank when it does good commercially like the recent spike in valuations after a favourable judgement in the Essar Steel case.","Business,India,SBI,State Bank of India",https://www.moneycontrol.com//news/business/sbi-admits-to-making-many-poor-commercial-decisions_13204361.html
SBI,2019-11-18T20:08:14+05:30,"{'@type': 'Person', 'url': 'https://www.moneycontrol.com/author/parnika-sokhi-8451/', 'name': 'Parnika Sokhi'}",PMC Bank crisis aftermath: Depositors' confidence in banks takes a big knock,"Customers across other financial entities, be it public, private, cooperative as well as non-bank categories are now questioning the stability of their banks.","The crisis at Punjab and Maharashtra Cooperative (PMC) Bank has dealt a body blow to depositors' trust.  It has been over two months since the Reserve Bank of India (RBI) restricted cash withdrawals for PMC Bank customers, who are under dire stress. Customers of Dewan Housing Finance Corp (DHFL) have also not been able to access their fixed deposits and are awaiting some relief.  Customers across other financial entities, be it public, private, cooperative as well as non-bank categories are now questioning the stability of their banks. Retirees being the most concerned as the events have left them worrying about their life's savings.  &amp;quot;We are seeing a lot of deposit inflow from customers who are retired and had all their savings with a cooperative bank or a non- bank.&nbsp;They are now opting for safety over a few percentage points of higher deposit rates,&amp;quot; said a senior official of State Bank of India, the country's largest lender.  Typically, cooperative banks and deposit taking non-banking finance companies (NBFCs) offer higher interest rates on savings and fixed-term deposit accounts compared to large commercial banks. For instance, while commercial banks pay around 6.25-6.5 percent for one-year term deposits, cooperative banks are offering around 7.5-8 percent on the similar maturity.  Other than retirees, salaried individuals who have to maintain accounts with one particular lender due to corporate arrangement, are also opening accounts with other banks they feel are safe.  &amp;quot;After the PMC Bank incident, one thing is clear that its not safe to keep all your eggs in the same basket. The deposit insurance is also only Rs 1 lakh as of now,&amp;quot; said an IT employee who holds a salary account with a private lender.  In another instance, shareholders of a medium-sized pharmceutical company demanded the management to shift the company's accounts from a cooperative bank to a larger commercial bank. The issue took centre stage at the company's annual general meeting, with the management agreeing to look into carrying out the stakeholders' wishes.  The RBI has increased cash withdrawal limit for PMC Bank customers to Rs 40,000 in four tranches since September and is working with the government to bring about changes in the way cooperative banks are regulated. However, in two months much has changed for its customers.  For instance, a senior citizen whose tailoring business relied upon her account with the PMC Bank, saw it crumbling down to pieces due to non-availability of operational funds and letter of guarantee. As a result, she lost her clients as well as employees who found work elsewhere during the busy festive and wedding season.  &amp;quot;How do you expect an old widow to stand up on her feet again?&amp;quot; she said, fighting back tears. Her efforts to immediately move her business to a large private bank also hit a roadblock as they demanded a No Objection Certificate (NOC) against an overdraft facility with her previous lender that is taking too long to process. She also had fixed deposits worth Rs 20 lakh with PMC Bank which are not accessible at the moment.  While authorities are working towards ending the depositors' suffering as soon as possible, it will take longer to reinstate the confidence and trust customers had in banks. Improved supervision to keep a check on frauds and hike in the deposit insurance limits are expected to be the first few steps in the right direction.","Business,cash withdrawal,depositors' money,India,PMC Bank crisis,RBI",https://www.moneycontrol.com//news/business/pmc-bank-crisis-aftermath-depositors39-confidencebanks-takesbig-knock_13191801.html
SBI,2019-11-15T21:55:05+05:30,"{'@type': 'Person', 'url': 'https://www.moneycontrol.com/author/pti-6883/', 'name': 'PTI'}",SC order on Essar Steel to reduce long-drawn litigations: SBI Chairman,"The Supreme Court on November 15 set aside an NCLAT order which gave equal rights to the secured and unsecured creditors during the insolvency proceedings of debt-ridden Essar Steel, clearing the decks for its takeover by Lakshmi Mittal-led ArcelorMittal.  ","SBI Chairman Rajnish Kumar on&nbsp;November 15 said the Supreme Court's judgement in the Essar Steel case with regard to rights of various creditors during insolvency proceedings would significantly reduce the scope for long-drawn litigations and eventually lead to faster resolution of stressed assets.  The Supreme Court on November 15 set aside an NCLAT order which gave equal rights to the secured and unsecured creditors during the insolvency proceedings of debt-ridden Essar Steel, clearing the decks for its takeover by Lakshmi Mittal-led ArcelorMittal.  Setting aside the National Company Law Appellate Tribunal (NCLAT) order, a three-judge bench headed by Justice R F Nariman said the two sets of creditors will be treated differently during the insolvency proceedings and taking over of a debt-ridden firm by another company.  The Supreme Court has upheld that the ultimate discretion on distribution of funds is with the Committee of Creditors, Kumar said.  SBI, the country's largest bank, has an exposure of around Rs 14,000 crore in Essar Steel.  &amp;quot;This much awaited judgement also settles to rest numerous points of law under the Insolvency and Bankruptcy Code which were tested in various courts.  &amp;quot;This should significantly reduce the scope for long drawn-litigations under IBC and would eventually lead to faster resolutions of stressed assets,&amp;quot; the SBI Chairman said.  SBI's shared closed at Rs 322 on BSE, up 5.19 percent.","Business,India,SBI,Supreme Court",https://www.moneycontrol.com//news/business/sc-orderessar-steel-to-reduce-long-drawn-litigations-sbi-chairman_13186221.html
SBI,2019-01-17T09:04:04+05:30,"{'@type': 'Person', 'url': 'https://www.moneycontrol.com/author/pti-6883/', 'name': 'PTI'}","SBI, other banks agree to finance Nagpur-Mumbai Samruddhi Corridor","The estimated cost of the project, being constructed by the Maharashtra State Road Development Corporation, is around Rs 50,000 crore, of which around Rs 26,000 crore are required for the construction of the expressway.  ","A consortium of banks led by State Bank of India has agreed to provide finance for Chief Minister Devendra Fadnavis' pet Nagpur-Mumbai 'Samruddhi Corridor' expressway project, a top official said on Wednesday.  SBI has agreed to lend the highest amount, Rs 8,500 crore, said Bhushan Gagrani, principal secretary in the Chief Minister's Office.  &amp;quot;Other lenders include Punjab National Bank, Bank of Baroda, Bank of Maharashtra as well as the Life Insurance Corporation (LIC) of India,&amp;quot; he said.  The estimated cost of the project, being constructed by the Maharashtra State Road Development Corporation, is around Rs 50,000 crore, of which around Rs 26,000 crore are required for the construction of the expressway.  &amp;quot;We were falling short of Rs 3,000-4,000 crore to reach the target of Rs 26,000 crore. The consortium of banks has agreed to share that shortfall too. It has solved the major issue of financial support,&amp;quot; Gagrani said.  He added that banks believe in the financial viability of the project. Almost 95 per cent of the land acquisition is complete, Gagrani added.  Acquisition in some stretches in Amravati and Aurangabad regions is yet to be done.  The corridor will have 25 toll plazas, and the toll will be collected for 40 years.","Bank Of Baroda,Bank of Maharashtra,Business,Current Affairs,Devendra Fadnavis,India,LIC,Maharashtra,Punjab National Bank,State Bank of India",https://www.moneycontrol.com//news/business/sbi-other-banks-agree-to-finance-nagpur-mumbai-samruddhi-corridor_11966001.html
SBI,2019-01-16T17:12:05+05:30,"{'@type': 'Person', 'url': 'https://www.moneycontrol.com/author/pti-6883/', 'name': 'PTI'}","SBI plans to sell Essar Steel's NPAs worth over Rs 15,000 cr to recover dues","&amp;quot;State Bank of India (SBI) invites expression of interest (EoI) from banks/ARCs/NBFCs/FIs for the proposed sale of its non performing financial asset with total dues of Rs 15,431.44 crore,&amp;quot; the bank said in an advertisement.","SBI plans to sell over Rs 15,000 crore worth bad loans belonging to Essar Steel to recover its dues from the debt-laden steel maker.  &amp;quot;State Bank of India (SBI) invites expression of interest (EoI) from banks/ARCs/NBFCs/FIs for the proposed sale of its non performing financial asset with total dues of Rs 15,431.44 crore,&amp;quot; the bank said in an advertisement.  The lender has put the reserve price for the recovery of bad loans from Essar Steel India at Rs 9,587.64 crore.  SBI said the resolution plan for the recovery of non-performing asset (NPA) has been approved and filed in NCLT Ahmedabad, according to which the minimum recovery to the bank is Rs 11,313.42 crore.  SBI said the reserve price of over Rs 9,587 crore is on the basis of net present value (NPV) of minimum recovery discounted at 18 per cent with a time factor of one year.  SBI has asked the interested ARCs/ banks/ NBFCs/ financial institutions (FIs) that they can conduct due diligence of the asset with immediate effect, after submitting EoI and executing a Non-Disclosure Agreement (NDA) with the bank.  The sale of the NPA account is to happen through e-auction on January 30, as per the bid invite.  In September last year, SBI had withdrawn the process of sale of debt of Essar Steel to asset reconstruction companies (ARCs) after NCLAT asked lenders of the debt-ridden firm to consider the second round bid of Numetal and mining baron Anil Agarwal-led Vedanta.  Essar Steel, which runs a 10-million-tonne steel mill in Gujarat, owes more than Rs 49,000 crore to over two dozen banks led by SBI and has been under bankruptcy proceedings.  As per the resolution plan submitted by ArcelorMittal, Rs 42,000 crore will be paid to the secured lenders, while an additional Rs 8,000 crore will be pumped into the company as working capital.  ArcelorMittal's offer to take over the bankrupt Essar Steel was accepted by the committee of creditors (CoC).  Essar Steel Asia Holding, the holding company of Essar Steel that was controlled by the Ruias, had also proposed to the CoC, led by SBI, to pay an upfront Rs 54,389 crore to retake the management of Essar Steel.  Last week, the Ahmedabad bench of NCLT reserved its verdict on the maintainability of the bid by Essar Steel Asia Holdings to retake the management of the company.","Business,Companies,Essar Steel,NPA,SBI",https://www.moneycontrol.com//news/business/sbi-plans-to-sell-essar-steel39s-npas-worth-over-rs-15000-cr-to-recover-dues_11963541.html
